service,timestamp,rr,sr,mrt,count
cartservice-grpc,1647718440,100.0,100.0,1.1094262295039505,122
cartservice-grpc,1647718500,100.0,100.0,1.0480769230800573,130
cartservice-grpc,1647718560,100.0,100.0,1.0500000000018457,123
cartservice-grpc,1647718620,100.0,100.0,1.1106837606851039,117
cartservice-grpc,1647718680,100.0,100.0,1.0746031746022044,126
cartservice-grpc,1647718740,100.0,100.0,1.065966386557361,119
cartservice-grpc,1647718800,100.0,100.0,1.0335820895532162,134
cartservice-grpc,1647718860,100.0,100.0,1.087387387385919,111
cartservice-grpc,1647718920,100.0,100.0,1.0653543307071949,127
cartservice-grpc,1647718980,100.0,100.0,1.057851239669181,121
cartservice-grpc,1647719040,100.0,100.0,1.073308270678333,133
cartservice-grpc,1647719100,100.0,100.0,1.1157258064509556,124
cartservice-grpc,1647719160,100.0,100.0,1.033333333328575,126
cartservice-grpc,1647719220,100.0,100.0,1.0572519083980574,131
cartservice-grpc,1647719280,100.0,100.0,1.0841666666713232,120
cartservice-grpc,1647719340,100.0,100.0,1.0663865546187428,119
cartservice-grpc,1647719400,100.0,100.0,1.100729927008489,137
cartservice-grpc,1647719460,100.0,100.0,1.0947368421049057,114
cartservice-grpc,1647719520,100.0,100.0,1.0637404580165335,131
cartservice-grpc,1647719580,100.0,100.0,1.0690909090891099,110
cartservice-grpc,1647719640,100.0,100.0,1.1034090909066214,132
cartservice-grpc,1647719700,100.0,100.0,1.0880733945002723,109
cartservice-grpc,1647719760,100.0,100.0,1.073076923076923,130
cartservice-grpc,1647719820,100.0,100.0,1.0226495726510154,117
cartservice-grpc,1647719880,100.0,100.0,1.0887218045088929,133
cartservice-grpc,1647719940,100.0,100.0,1.0807692307732606,130
checkoutservice-grpc,1647716400,100.0,100.0,49.333333333333336,6
checkoutservice-grpc,1647716460,100.0,100.0,49.333333333333336,6
checkoutservice-grpc,1647716520,100.0,100.0,46.5,3
checkoutservice-grpc,1647716580,100.0,100.0,62.57142857142857,7
checkoutservice-grpc,1647716640,100.0,100.0,46.5,2
checkoutservice-grpc,1647716700,100.0,100.0,50.875,8
checkoutservice-grpc,1647716760,100.0,100.0,65.5,4
checkoutservice-grpc,1647716820,100.0,100.0,37.416666666666664,6
checkoutservice-grpc,1647716880,100.0,100.0,66.1,5
checkoutservice-grpc,1647716940,100.0,100.0,49.166666666666664,6
checkoutservice-grpc,1647717000,100.0,100.0,45.166666666666664,3
checkoutservice-grpc,1647717060,100.0,100.0,61.785714285714285,7
checkoutservice-grpc,1647717120,100.0,100.0,56.6,5
checkoutservice-grpc,1647717180,100.0,100.0,54.3,5
checkoutservice-grpc,1647717240,100.0,100.0,61.42857142857143,7
checkoutservice-grpc,1647717300,100.0,100.0,45.833333333333336,3
checkoutservice-grpc,1647717360,100.0,100.0,46.75,6
checkoutservice-grpc,1647717420,100.0,100.0,62.333333333333336,3
checkoutservice-grpc,1647717480,100.0,100.0,58.375,8
checkoutservice-grpc,1647717540,100.0,100.0,47.0,2
checkoutservice-grpc,1647717600,100.0,100.0,50.416666666666664,6
checkoutservice-grpc,1647717660,100.0,100.0,62.8,5
checkoutservice-grpc,1647717720,100.0,100.0,46.666666666666664,6
checkoutservice-grpc,1647717780,100.0,100.0,46.75,4
checkoutservice-grpc,1647717840,100.0,100.0,51.42857142857143,7
checkoutservice-grpc,1647717900,100.0,100.0,74.75,2
checkoutservice-grpc,1647717960,100.0,100.0,45.642857142857146,7
checkoutservice-grpc,1647718020,100.0,100.0,33.875,4
checkoutservice-grpc,1647718080,100.0,100.0,50.583333333333336,6
checkoutservice-grpc,1647718140,100.0,100.0,39.0,4
checkoutservice-grpc,1647718200,100.0,100.0,48.714285714285715,7
checkoutservice-grpc,1647718260,100.0,100.0,80.0,3
checkoutservice-grpc,1647718320,100.0,100.0,53.42857142857143,7
checkoutservice-grpc,1647718380,100.0,100.0,45.166666666666664,3
checkoutservice-grpc,1647718440,100.0,100.0,59.285714285714285,7
checkoutservice-grpc,1647718500,100.0,100.0,54.1,5
checkoutservice-grpc,1647718560,100.0,100.0,45.3,5
checkoutservice-grpc,1647718620,100.0,100.0,55.8,5
checkoutservice-grpc,1647718680,100.0,100.0,62.2,5
checkoutservice-grpc,1647718740,100.0,100.0,42.1,5
checkoutservice-grpc,1647718800,100.0,100.0,50.166666666666664,6
checkoutservice-grpc,1647718860,100.0,100.0,41.5,4
checkoutservice-grpc,1647718920,100.0,100.0,44.666666666666664,6
checkoutservice-grpc,1647718980,100.0,100.0,42.5,4
checkoutservice-grpc,1647719040,100.0,100.0,58.0,6
checkoutservice-grpc,1647719100,100.0,100.0,56.2,5
checkoutservice-grpc,1647719160,100.0,100.0,44.3,5
checkoutservice-grpc,1647719220,100.0,100.0,55.916666666666664,6
checkoutservice-grpc,1647719280,100.0,100.0,42.9,5
checkoutservice-grpc,1647719340,100.0,100.0,72.4,5
checkoutservice-grpc,1647719400,100.0,100.0,55.357142857142854,7
checkoutservice-grpc,1647719460,100.0,100.0,56.166666666666664,3
checkoutservice-grpc,1647719520,100.0,100.0,57.75,8
checkoutservice-grpc,1647719580,100.0,100.0,93.75,2
checkoutservice-grpc,1647719640,100.0,100.0,53.375,8
checkoutservice-grpc,1647719700,100.0,100.0,61.5,2
checkoutservice-grpc,1647719760,100.0,100.0,65.14285714285714,7
checkoutservice-grpc,1647719820,100.0,100.0,50.166666666666664,3
checkoutservice-grpc,1647719880,100.0,100.0,51.55555555555556,9
checkoutservice-grpc,1647719940,100.0,100.0,64.0,2
currencyservice-grpc,1647716400,100.0,100.0,1.2592797783951013,361
currencyservice-grpc,1647716460,100.0,100.0,1.2592797783951013,361
currencyservice-grpc,1647716520,100.0,100.0,0.6988341968910409,386
currencyservice-grpc,1647716580,100.0,100.0,0.687070938214154,437
currencyservice-grpc,1647716640,100.0,100.0,0.8403374233127406,326
currencyservice-grpc,1647716700,100.0,100.0,0.6615973741795393,457
currencyservice-grpc,1647716760,100.0,100.0,0.8175078864357719,317
currencyservice-grpc,1647716820,100.0,100.0,0.6498809523795422,420
currencyservice-grpc,1647716880,100.0,100.0,0.7164062500031226,384
currencyservice-grpc,1647716940,100.0,100.0,0.6649999999980274,450
currencyservice-grpc,1647717000,100.0,100.0,0.7550143266489822,349
currencyservice-grpc,1647717060,100.0,100.0,0.6779874213835898,477
currencyservice-grpc,1647717120,100.0,100.0,0.8069732937668533,337
currencyservice-grpc,1647717180,100.0,100.0,0.6496470588251866,425
currencyservice-grpc,1647717240,100.0,100.0,0.7153587443947232,446
currencyservice-grpc,1647717300,100.0,100.0,0.721875000000616,352
currencyservice-grpc,1647717360,100.0,100.0,0.7464843749990374,384
currencyservice-grpc,1647717420,100.0,100.0,0.6874309392256912,362
currencyservice-grpc,1647717480,100.0,100.0,0.752631578947631,399
currencyservice-grpc,1647717540,100.0,100.0,0.6486449864500774,369
currencyservice-grpc,1647717600,100.0,100.0,0.7371761658045489,386
currencyservice-grpc,1647717660,100.0,100.0,0.6827930174544975,401
currencyservice-grpc,1647717720,100.0,100.0,0.744339622640925,371
currencyservice-grpc,1647717780,100.0,100.0,0.6583989501335787,381
currencyservice-grpc,1647717840,100.0,100.0,0.7442857142841721,385
currencyservice-grpc,1647717900,100.0,100.0,0.7231404958671271,363
currencyservice-grpc,1647717960,100.0,100.0,0.7049295774668622,426
currencyservice-grpc,1647718020,100.0,100.0,0.7275380710633897,394
currencyservice-grpc,1647718080,100.0,100.0,0.6805555555556325,378
currencyservice-grpc,1647718140,100.0,100.0,0.7026717557286196,393
currencyservice-grpc,1647718200,100.0,100.0,0.7547745358065366,377
currencyservice-grpc,1647718260,100.0,100.0,0.7296250000005239,400
currencyservice-grpc,1647718320,100.0,100.0,0.6697841726602722,417
currencyservice-grpc,1647718380,100.0,100.0,0.7773134328381057,335
currencyservice-grpc,1647718440,100.0,100.0,0.668599562362608,457
currencyservice-grpc,1647718500,100.0,100.0,0.7449315068492991,365
currencyservice-grpc,1647718560,100.0,100.0,0.7191249999993125,400
currencyservice-grpc,1647718620,100.0,100.0,0.6936031331622553,383
currencyservice-grpc,1647718680,100.0,100.0,0.7384039900229381,401
currencyservice-grpc,1647718740,100.0,100.0,0.7071801566598783,383
currencyservice-grpc,1647718800,100.0,100.0,0.7752066115705526,363
currencyservice-grpc,1647718860,100.0,100.0,0.6339622641509846,424
currencyservice-grpc,1647718920,100.0,100.0,0.7554166666640312,360
currencyservice-grpc,1647718980,100.0,100.0,0.675561097256045,401
currencyservice-grpc,1647719040,100.0,100.0,0.6983944954150302,436
currencyservice-grpc,1647719100,100.0,100.0,0.7516393442611977,366
currencyservice-grpc,1647719160,100.0,100.0,0.6944852941173046,408
currencyservice-grpc,1647719220,100.0,100.0,0.686729857819688,422
currencyservice-grpc,1647719280,100.0,100.0,0.6969086021492076,372
currencyservice-grpc,1647719340,100.0,100.0,0.6771712158824316,403
currencyservice-grpc,1647719400,100.0,100.0,0.7692802056562378,389
currencyservice-grpc,1647719460,100.0,100.0,0.6373134328367729,402
currencyservice-grpc,1647719520,100.0,100.0,0.7723433242506733,367
currencyservice-grpc,1647719580,100.0,100.0,0.6641732283450129,381
currencyservice-grpc,1647719640,100.0,100.0,0.7462703962689919,429
currencyservice-grpc,1647719700,100.0,100.0,0.6457865168549994,356
currencyservice-grpc,1647719760,100.0,100.0,0.7138823529405807,425
currencyservice-grpc,1647719820,100.0,100.0,1.1480825958714427,339
currencyservice-grpc,1647719880,100.0,100.0,0.706236080177895,449
currencyservice-grpc,1647719940,100.0,100.0,0.7053385416650902,384
emailservice-grpc,1647716400,100.0,100.0,1.0499999999992724,5
emailservice-grpc,1647716460,100.0,100.0,1.0499999999992724,5
emailservice-grpc,1647716520,100.0,100.0,1.050000000000182,4
emailservice-grpc,1647716580,100.0,100.0,1.050000000000182,8
emailservice-grpc,1647716640,100.0,100.0,1.0499999999992724,2
emailservice-grpc,1647716700,100.0,100.0,1.0500000000015461,8
emailservice-grpc,1647716760,100.0,100.0,1.0499999999956344,2
emailservice-grpc,1647716820,100.0,100.0,0.9187499999993634,8
emailservice-grpc,1647716880,100.0,100.0,1.3999999999990298,3
emailservice-grpc,1647716940,100.0,100.0,1.0500000000008316,7
emailservice-grpc,1647717000,100.0,100.0,0.7875000000003638,4
emailservice-grpc,1647717060,100.0,100.0,1.2249999999991512,6
emailservice-grpc,1647717120,100.0,100.0,1.0500000000010914,6
emailservice-grpc,1647717180,100.0,100.0,1.050000000000182,4
emailservice-grpc,1647717240,100.0,100.0,0.9187500000007276,8
emailservice-grpc,1647717300,100.0,100.0,1.5749999999989086,2
emailservice-grpc,1647717360,100.0,100.0,1.0499999999971936,7
emailservice-grpc,1647717420,100.0,100.0,1.050000000004123,3
emailservice-grpc,1647717480,100.0,100.0,1.0500000000010914,6
emailservice-grpc,1647717540,100.0,100.0,1.049999999998363,4
emailservice-grpc,1647717600,100.0,100.0,1.0499999999978171,5
emailservice-grpc,1647717660,100.0,100.0,1.050000000001455,5
emailservice-grpc,1647717720,100.0,100.0,1.050000000001455,5
emailservice-grpc,1647717780,100.0,100.0,1.0499999999992724,5
emailservice-grpc,1647717840,100.0,100.0,1.050000000001455,5
emailservice-grpc,1647717900,100.0,100.0,1.05,5
emailservice-grpc,1647717960,100.0,100.0,0.8999999999972975,7
emailservice-grpc,1647718020,100.0,100.0,1.3125000000045475,4
emailservice-grpc,1647718080,100.0,100.0,0.8750000000006063,6
emailservice-grpc,1647718140,100.0,100.0,1.3124999999972715,4
emailservice-grpc,1647718200,100.0,100.0,0.8399999999979627,5
emailservice-grpc,1647718260,100.0,100.0,1.2250000000033954,6
emailservice-grpc,1647718320,100.0,100.0,0.8749999999987873,6
emailservice-grpc,1647718380,100.0,100.0,1.3125,4
emailservice-grpc,1647718440,100.0,100.0,1.0500000000021827,5
emailservice-grpc,1647718500,100.0,100.0,1.0499999999985448,5
emailservice-grpc,1647718560,100.0,100.0,1.0499999999970897,5
emailservice-grpc,1647718620,100.0,100.0,1.0500000000007277,5
emailservice-grpc,1647718680,100.0,100.0,1.2166666666671517,6
emailservice-grpc,1647718740,100.0,100.0,0.8400000000008732,5
emailservice-grpc,1647718800,100.0,100.0,1.049999999998666,6
emailservice-grpc,1647718860,100.0,100.0,1.3125,4
emailservice-grpc,1647718920,100.0,100.0,0.6300000000017463,5
emailservice-grpc,1647718980,100.0,100.0,1.4700000000004365,5
emailservice-grpc,1647719040,100.0,100.0,1.0500000000007277,5
emailservice-grpc,1647719100,100.0,100.0,1.0499999999970897,5
emailservice-grpc,1647719160,100.0,100.0,1.0500000000007277,5
emailservice-grpc,1647719220,100.0,100.0,1.0500000000010914,6
emailservice-grpc,1647719280,100.0,100.0,1.0499999999992724,6
emailservice-grpc,1647719340,100.0,100.0,1.0499999999992724,5
emailservice-grpc,1647719400,100.0,100.0,0.8399999999994179,5
emailservice-grpc,1647719460,100.0,100.0,1.050000000001455,5
emailservice-grpc,1647719520,100.0,100.0,1.050000000000485,6
emailservice-grpc,1647719580,100.0,100.0,1.4000000000014552,3
emailservice-grpc,1647719640,100.0,100.0,1.049999999998363,8
emailservice-grpc,1647719700,100.0,100.0,1.0499999999938154,2
emailservice-grpc,1647719760,100.0,100.0,0.7500000000020789,7
emailservice-grpc,1647719820,100.0,100.0,25.566666666670546,3
emailservice-grpc,1647719880,100.0,100.0,1.0499999999976555,9
emailservice-grpc,1647719940,100.0,100.0,1.0499999999992724,2
paymentservice-grpc,1647716400,100.0,100.0,0.7500000000010394,7
paymentservice-grpc,1647716460,100.0,100.0,0.7500000000010394,7
paymentservice-grpc,1647716520,100.0,100.0,2.100000000000364,2
paymentservice-grpc,1647716580,100.0,100.0,1.0499999999997922,7
paymentservice-grpc,1647716640,100.0,100.0,1.0500000000016978,3
paymentservice-grpc,1647716700,100.0,100.0,1.0499999999992724,8
paymentservice-grpc,1647716760,100.0,100.0,1.0500000000010914,2
paymentservice-grpc,1647716820,100.0,100.0,0.9187499999998181,8
paymentservice-grpc,1647716880,100.0,100.0,1.050000000000485,3
paymentservice-grpc,1647716940,100.0,100.0,1.181250000000091,8
paymentservice-grpc,1647717000,100.0,100.0,0.6999999999970896,3
paymentservice-grpc,1647717060,100.0,100.0,1.485714285715533,7
paymentservice-grpc,1647717120,100.0,100.0,0.7875000000003638,4
paymentservice-grpc,1647717180,100.0,100.0,1.2249999999991512,6
paymentservice-grpc,1647717240,100.0,100.0,0.9000000000004158,7
paymentservice-grpc,1647717300,100.0,100.0,1.4000000000002426,3
paymentservice-grpc,1647717360,100.0,100.0,0.8749999999993937,6
paymentservice-grpc,1647717420,100.0,100.0,1.4000000000014552,3
paymentservice-grpc,1647717480,100.0,100.0,1.0499999999998788,6
paymentservice-grpc,1647717540,100.0,100.0,1.0500000000010914,4
paymentservice-grpc,1647717600,100.0,100.0,0.8749999999993937,6
paymentservice-grpc,1647717660,100.0,100.0,1.2599999999998546,5
paymentservice-grpc,1647717720,100.0,100.0,1.0500000000010914,4
paymentservice-grpc,1647717780,100.0,100.0,1.05,5
paymentservice-grpc,1647717840,100.0,100.0,0.8999999999983369,7
paymentservice-grpc,1647717900,100.0,100.0,1.0500000000016978,3
paymentservice-grpc,1647717960,100.0,100.0,1.3428571428583902,7
paymentservice-grpc,1647718020,100.0,100.0,1.0499999999992724,3
paymentservice-grpc,1647718080,100.0,100.0,0.8999999999993763,7
paymentservice-grpc,1647718140,100.0,100.0,2.062499999998181,4
paymentservice-grpc,1647718200,100.0,100.0,0.8750000000012127,6
paymentservice-grpc,1647718260,100.0,100.0,1.0499999999992724,4
paymentservice-grpc,1647718320,100.0,100.0,0.9000000000009355,7
paymentservice-grpc,1647718380,100.0,100.0,2.100000000000364,2
paymentservice-grpc,1647718440,100.0,100.0,1.0499999999987526,7
paymentservice-grpc,1647718500,100.0,100.0,1.05,5
paymentservice-grpc,1647718560,100.0,100.0,1.0500000000007277,5
paymentservice-grpc,1647718620,100.0,100.0,1.05,5
paymentservice-grpc,1647718680,100.0,100.0,1.0499999999998788,6
paymentservice-grpc,1647718740,100.0,100.0,0.8399999999986903,5
paymentservice-grpc,1647718800,100.0,100.0,1.2250000000009702,6
paymentservice-grpc,1647718860,100.0,100.0,1.050000000000182,4
paymentservice-grpc,1647718920,100.0,100.0,0.7000000000019403,6
paymentservice-grpc,1647718980,100.0,100.0,1.5749999999970896,4
paymentservice-grpc,1647719040,100.0,100.0,1.0499999999997922,7
paymentservice-grpc,1647719100,100.0,100.0,1.0500000000016978,3
paymentservice-grpc,1647719160,100.0,100.0,1.049999999998666,6
paymentservice-grpc,1647719220,100.0,100.0,1.050000000000485,6
paymentservice-grpc,1647719280,100.0,100.0,1.050000000000182,4
paymentservice-grpc,1647719340,100.0,100.0,1.0499999999998788,6
paymentservice-grpc,1647719400,100.0,100.0,0.8749999999993937,6
paymentservice-grpc,1647719460,100.0,100.0,1.3125000000027285,4
paymentservice-grpc,1647719520,100.0,100.0,0.9000000000014552,7
paymentservice-grpc,1647719580,100.0,100.0,1.5749999999879947,2
paymentservice-grpc,1647719640,100.0,100.0,1.050000000000485,9
paymentservice-grpc,1647719700,100.0,100.0,1.0500000000029104,1
paymentservice-grpc,1647719760,100.0,100.0,0.7874999999994543,8
paymentservice-grpc,1647719820,100.0,100.0,2.100000000002183,2
paymentservice-grpc,1647719880,100.0,100.0,0.933333333333495,9
paymentservice-grpc,1647719940,100.0,100.0,1.5749999999952706,2
productcatalogservice-grpc,1647716400,100.0,100.0,4.258649468867319,659
productcatalogservice-grpc,1647716460,100.0,100.0,4.258649468867319,659
productcatalogservice-grpc,1647716520,100.0,100.0,4.292602739722982,730
productcatalogservice-grpc,1647716580,100.0,100.0,4.230585516184423,649
productcatalogservice-grpc,1647716640,100.0,100.0,4.311379310366457,725
productcatalogservice-grpc,1647716700,100.0,100.0,4.159841269817841,630
productcatalogservice-grpc,1647716760,100.0,100.0,4.1213797814216875,732
productcatalogservice-grpc,1647716820,100.0,100.0,4.143491577336392,653
productcatalogservice-grpc,1647716880,100.0,100.0,4.1633008356691255,718
productcatalogservice-grpc,1647716940,100.0,100.0,4.148896551704674,725
productcatalogservice-grpc,1647717000,100.0,100.0,4.031207598375758,737
productcatalogservice-grpc,1647717060,100.0,100.0,4.153232758605669,696
productcatalogservice-grpc,1647717120,100.0,100.0,4.237601078186241,742
productcatalogservice-grpc,1647717180,100.0,100.0,3.9944610778420446,668
productcatalogservice-grpc,1647717240,100.0,100.0,4.125836680043667,747
productcatalogservice-grpc,1647717300,100.0,100.0,4.074963609911108,687
productcatalogservice-grpc,1647717360,100.0,100.0,4.29847560975505,656
productcatalogservice-grpc,1647717420,100.0,100.0,4.06327300151834,663
productcatalogservice-grpc,1647717480,100.0,100.0,4.1781976744088745,688
productcatalogservice-grpc,1647717540,100.0,100.0,4.089193302891916,657
productcatalogservice-grpc,1647717600,100.0,100.0,4.160559440559523,715
productcatalogservice-grpc,1647717660,100.0,100.0,4.063979289937419,676
productcatalogservice-grpc,1647717720,100.0,100.0,4.278729689821148,677
productcatalogservice-grpc,1647717780,100.0,100.0,4.029051094890478,685
productcatalogservice-grpc,1647717840,100.0,100.0,4.192981072550486,634
productcatalogservice-grpc,1647717900,100.0,100.0,4.123184357527315,716
productcatalogservice-grpc,1647717960,100.0,100.0,4.096810089029753,674
productcatalogservice-grpc,1647718020,100.0,100.0,4.255497382200825,764
productcatalogservice-grpc,1647718080,100.0,100.0,4.044832826751099,658
productcatalogservice-grpc,1647718140,100.0,100.0,4.0768436578160445,678
productcatalogservice-grpc,1647718200,100.0,100.0,4.291820768145119,703
productcatalogservice-grpc,1647718260,100.0,100.0,4.21813655759971,703
productcatalogservice-grpc,1647718320,100.0,100.0,4.155934718100818,674
productcatalogservice-grpc,1647718380,100.0,100.0,4.263237410066467,695
productcatalogservice-grpc,1647718440,100.0,100.0,3.9755698005613604,702
productcatalogservice-grpc,1647718500,100.0,100.0,4.239442815260174,682
productcatalogservice-grpc,1647718560,100.0,100.0,4.093548387108383,713
productcatalogservice-grpc,1647718620,100.0,100.0,4.121944035329725,679
productcatalogservice-grpc,1647718680,100.0,100.0,4.134291725106216,713
productcatalogservice-grpc,1647718740,100.0,100.0,4.0599259259392415,675
productcatalogservice-grpc,1647718800,100.0,100.0,4.173558368487692,711
productcatalogservice-grpc,1647718860,100.0,100.0,4.097261345858618,639
productcatalogservice-grpc,1647718920,100.0,100.0,4.217896935922832,718
productcatalogservice-grpc,1647718980,100.0,100.0,4.050964391690257,674
productcatalogservice-grpc,1647719040,100.0,100.0,4.122272727286456,770
productcatalogservice-grpc,1647719100,100.0,100.0,4.210386819478703,698
productcatalogservice-grpc,1647719160,100.0,100.0,4.143651925810642,701
productcatalogservice-grpc,1647719220,100.0,100.0,4.090775401079511,748
productcatalogservice-grpc,1647719280,100.0,100.0,4.181490015365758,651
productcatalogservice-grpc,1647719340,100.0,100.0,4.147379912663604,687
productcatalogservice-grpc,1647719400,100.0,100.0,4.141160949852347,758
productcatalogservice-grpc,1647719460,100.0,100.0,4.078134556590998,654
productcatalogservice-grpc,1647719520,100.0,100.0,4.2112201963575036,713
productcatalogservice-grpc,1647719580,100.0,100.0,4.110210210196873,666
productcatalogservice-grpc,1647719640,100.0,100.0,4.242134831463685,712
productcatalogservice-grpc,1647719700,100.0,100.0,4.01555386950044,659
productcatalogservice-grpc,1647719760,100.0,100.0,4.245109489040218,685
productcatalogservice-grpc,1647719820,100.0,100.0,4.206590257888127,698
productcatalogservice-grpc,1647719880,100.0,100.0,4.029589041099956,730
productcatalogservice-grpc,1647719940,100.0,100.0,4.078910256397746,780
recommendationservice-grpc,1647716400,100.0,100.0,3.454022988505747,87
recommendationservice-grpc,1647716460,100.0,100.0,3.454022988505747,87
